,id,n_victimas,año,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad
13223,LC-2020-0063782,1,2020,January,30,2020-01-30,01:45:00 p.m.,13,10,AVENIDA,si,Point (93851.6366334989 101233.251940262),-58.530340969644,-34.618134252947,TRANSPORTE PUBLICO,AUTO,leve,TRANSPORTE PUBLICO,mujer,41-50
13224,LC-2020-0063943,1,2020,January,30,2020-01-30,01:28:00 p.m.,13,11,CALLE,si,Point (99309.8553349926 101969.267610795),-58.470824401610,-34.611517989023,AUTO,AUTO,leve,AUTO,varon,21-30
13226,LC-2020-0064031,1,2020,January,30,2020-01-30,12:55:00 p.m.,12,11,GRAL PAZ,no,Point (95305.3588655453 105246.600675026),-58.514467268188,-34.581963975265,MOTO,SD,leve,MOTO,mujer,31-40
13227,LC-2020-0064077,1,2020,January,30,2020-01-30,12:20:00 p.m.,12,1,CALLE,si,Point (106930.555049669 102389.568999281),-58.387738999215,-34.607706460506,PEATON,AUTO,leve,PEATON,mujer,51-60
13228,LC-2020-0064106,1,2020,January,30,2020-01-30,03:35:00 p.m.,15,5,CALLE,si,Point (103705.961927566 101492.898383711),-58.422891405577,-34.615805952098,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,81+
13229,LC-2020-0064315,1,2020,January,30,2020-01-30,03:35:00 p.m.,15,9,AVENIDA,si,Point (99011.0519802982 97300.5051955493),-58.474088018112,-34.653603735722,MOTO,AUTO,leve,MOTO,varon,31-40
13231,LC-2020-0064805,1,2020,January,30,2020-01-30,06:40:00 p.m.,18,11,CALLE,si,Point (96539.0388068922 102576.432603688),-58.501032221168,-34.606038999625,AUTO,SD,leve,AUTO,varon,81+
13232,LC-2020-0064827,2,2020,January,30,2020-01-30,08:00:00 p.m.,20,15,AVENIDA,si,Point (100253.990576316 105380.023609819),-58.460531251345,-34.580772198991,MOTO,AUTO,leve,MOTO,mujer,21-30
13234,LC-2020-0064877,1,2020,January,30,2020-01-30,19:30:00,19,SD,SD,no,SD,SD,SD,PEATON,MOTO,leve,PEATON,varon,21-30
13235,LC-2020-0064985,1,2020,January,30,2020-01-30,07:00:00 p.m.,19,1,CALLE,si,Point (107374.618660439 100361.039809493),-58.382880076066,-34.625989356372,PEATON,MOTO,leve,PEATON,varon,31-40
13236,LC-2020-0062673,1,2020,January,30,2020-01-30,02:51:00,2,SD,SD,no,Point (104303.201906282 97608.193837916),0,0,AUTO,AUTO,leve,AUTO,varon,21-30
13237,LC-2020-0064451,1,2020,January,30,2020-01-30,16:15:00,16,SD,SD,no,Point (105110.031729898 106073.864889488),0,0,CICLISTA,AUTO,grave,CICLISTA,varon,31-40
13238,LC-2020-0065364,1,2020,January,31,2020-01-31,06:00:00 a.m.,6,15,AVENIDA,si,Point (102297.980083329 104482.923390476),-58.438251383197,-34.588856636767,TAXI,TAXI,leve,TAXI,mujer,51-60
13239,LC-2020-0065393,1,2020,January,31,2020-01-31,07:19:00 a.m.,7,4,AVENIDA,si,Point (103484.118882842 97687.6245557276),-58.425294899928,-34.650108899839,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,41-50
13240,LC-2020-0065779,1,2020,January,31,2020-01-31,05:45:00 a.m.,5,4,AVENIDA,si,Point (108494.659679179 99971.4928757893),-58.370662234862,-34.629492275574,TRANSPORTE PUBLICO,AUTO,leve,TRANSPORTE PUBLICO,mujer,61-70
13241,LC-2020-0065791,1,2020,January,31,2020-01-31,08:40:00 a.m.,8,3,AVENIDA,si,Point (106568.512550374 101590.053834218),-58.391680044314,-34.614915976458,MOTO,SD,leve,MOTO,varon,31-40
13242,LC-2020-0066156,1,2020,January,31,2020-01-31,12:00:00 p.m.,12,12,GRAL PAZ,no,Point (95440.4356747954 105590.733219032),-58.512993173060,-34.578862423262,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,41-50
13243,LC-2020-0066404,1,2020,January,31,2020-01-31,11:30:00 a.m.,11,3,CALLE,si,Point (106419.555713256 101957.739870685),-58.393306950587,-34.611602440672,TAXI,AUTO,leve,TAXI,varon,51-60
13244,LC-2020-0066452,1,2020,January,31,2020-01-31,12:40:00 p.m.,12,11,GRAL PAZ,si,Point (95018.2520368476 104803.446849981),-58.517599124048,-34.585957395793,MOTO,SD,leve,MOTO,varon,21-30
13245,LC-2020-0066505,1,2020,January,31,2020-01-31,12:40:00 p.m.,12,11,GRAL PAZ,si,Point (94477.4581061047 103165.492862228),-58.523504372698,-34.600719831607,MOTO,SD,leve,MOTO,mujer,21-30
13249,LC-2020-0067026,1,2020,January,31,2020-01-31,12:15:00 p.m.,12,3,CALLE,si,Point (105377.207158755 102273.265529744),-58.404673708111,-34.608764097594,MOTO,TAXI,leve,MOTO,varon,51-60
13250,LC-2020-0067058,1,2020,January,31,2020-01-31,05:33:00 p.m.,17,14,AVENIDA,si,Point (105110.031827252 106073.864800811),-58.407609254846,-34.574505180286,MOTO,AUTO,leve,MOTO,varon,51-60
13252,LC-2020-0067105,1,2020,January,31,2020-01-31,03:15:00 p.m.,15,12,AVENIDA,si,Point (97389.5966350736 105213.533816952),-58.491750884491,-34.582269576027,MOTO,AUTO,leve,MOTO,varon,21-30
13253,LC-2020-0067107,1,2020,January,31,2020-01-31,05:30:00 p.m.,17,10,CALLE,si,Point (96952.7872481328 101222.926863487),-58.496526348831,-34.618241389955,MOTO,AUTO,leve,MOTO,mujer,21-30
13258,LC-2020-0067245,1,2020,January,31,2020-01-31,04:32:00 p.m.,16,3,AVENIDA,si,Point (106612.549918596 100244.756674467),-58.391189482212,-34.627042732101,MOTO,AUTO,leve,MOTO,varon,41-50
13259,LC-2020-0067352,1,2020,January,31,2020-01-31,05:00:00 p.m.,17,13,CALLE,no,Point (100808.498417678 107737.370759124),-58.454489743408,-34.559521696842,MOTO,AUTO,leve,MOTO,varon,21-30
13260,LC-2020-0067635,1,2020,February,1,2020-02-01,11:00:00 p.m.,23,6,CALLE,si,Point (102764.608560294 101901.078782191),-58.433156853845,-34.612129364812,MOTO,AUTO,leve,MOTO,varon,21-30
13261,LC-2020-0067663,1,2020,February,1,2020-02-01,11:00:00 p.m.,23,3,AVENIDA,si,Point (106565.527583232 101711.19167744),-58.391713520434,-34.613824010185,MOTO,AUTO,leve,MOTO,varon,11-20
13266,LC-2020-0068252,1,2020,February,1,2020-02-01,11:30:00,11,SD,SD,no,Point (102236.09418446020572446 97628.24624430423136801),-58.4389083180655,-34.6506475734645,MOTO,CAMIONETA,leve,MOTO,varon,21-30
13267,LC-2020-0068363,1,2020,February,1,2020-02-01,12:30:00 p.m.,12,10,GRAL PAZ,si,Point (93907.0706067036 100124.121315756),-58.529744563666,-34.628132722360,MOTO,SD,leve,MOTO,varon,41-50
13268,LC-2020-0068518,1,2020,February,1,2020-02-01,03:00:00 p.m.,15,3,CALLE,no,Point (105724.71937651 102581.401521943),-58.400886952299,-34.605984571420,MOTO,AUTO,leve,MOTO,varon,41-50
13269,LC-2020-0068862,1,2020,February,1,2020-02-01,06:00:00 p.m.,18,8,AUTOPISTA,si,Point (101692.57924565 95312.6382264695),-58.444832589068,-34.671522262145,MOTO,SD,leve,MOTO,varon,21-30
13270,LC-2020-0068902,1,2020,February,1,2020-02-01,07:45:00 p.m.,19,1,CALLE,si,Point (106821.466601955 99634.6624724161),-58.38890636229,-34.632540995322,AUTO,AUTO,leve,AUTO,varon,51-60
13272,LC-2020-0068909,2,2020,February,1,2020-02-01,08:20:00 p.m.,20,1,AVENIDA,si,Point (107547.522909504 100786.867056927),-58.380998330204,-34.622149537067,MOTO,AUTO,leve,MOTO,varon,21-30
13273,LC-2020-0068977,1,2020,February,1,2020-02-01,10:00:00 p.m.,22,9,CALLE,no,Point (97301.2141737948 97219.0573858485),-58.492740138361,-34.654334766227,AUTO,AUTO,leve,AUTO,mujer,61-70
13274,LC-2020-0069268,1,2020,February,2,2020-02-02,03:20:00 a.m.,3,14,AVENIDA,si,Point (102651.019739559 107141.669610294),-58.434411341910,-34.564888635015,MOTO,AUTO,grave,MOTO,varon,31-40
13275,LC-2020-0069271,1,2020,February,2,2020-02-02,04:00:00,4,8,SD,no,Point (97853.429948 93841.223379),-58.486725,-34.684785,MOTO,AUTO,leve,MOTO,varon,31-40
13276,LC-2020-0069286,4,2020,February,2,2020-02-02,04:20:00 a.m.,4,4,AVENIDA,no,Point (108452.382128778 99888.0255331605),-58.371122460945,-34.630245028478,AUTO,OBJETO FIJO,leve,AUTO,mujer,51-60
13277,LC-2020-0069286,4,2020,February,2,2020-02-02,04:20:00 a.m.,4,4,AVENIDA,no,Point (108452.382128778 99888.0255331605),-58.371122460945,-34.630245028478,AUTO,OBJETO FIJO,leve,AUTO,mujer,11-20
13278,LC-2020-0069286,4,2020,February,2,2020-02-02,04:20:00 a.m.,4,4,AVENIDA,no,Point (108452.382128778 99888.0255331605),-58.371122460945,-34.630245028478,AUTO,OBJETO FIJO,leve,AUTO,varon,31-40
13279,LC-2020-0069286,4,2020,February,2,2020-02-02,04:20:00 a.m.,4,4,AVENIDA,no,Point (108452.382128778 99888.0255331605),-58.371122460945,-34.630245028478,AUTO,OBJETO FIJO,leve,AUTO,mujer,21-30
13280,LC-2020-0069427,1,2020,February,2,2020-02-02,07:40:00 a.m.,7,3,AVENIDA,no,Point (105592.542379567 100568.791417084),-58.402314851021,-34.624127771314,TAXI,AUTO,leve,TAXI,varon,41-50
